id,area_id,support_content,owner,access,is_foreign_ok,is_public,meta_words,appendix
195,17,日本在住の外国籍の人を支援（相談）,成田市外国人総合相談窓口,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.city.narita.chiba.jp/environment/page0122_00036.html"">公式ホームページをのぞいてみるで詳細を確認する</a></p>",1,1,相談,
196,15,日本在住の外国籍の人を支援（相談）,桐生市外国人総合相談窓口,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.city.kiryu.lg.jp/kurashi/soudan/1001299.html"">公式ホームページをのぞいてみるで詳細を確認する</a></p>",1,1,相談,
197,31,食料の無料提供,フードバンク関西,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://foodbankkansai.org/receive-food/receive-food-individual/"">公式ホームページをのぞいてみる</a></p>",1,0,食料,
198,1,医療に関する相談をできる<br> 日本在住の外国籍の人を支援（医療相談 翻訳や通訳のサービス）<br>,AMDA国際医療情報センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.amdamedicalcenter.com/"">公式ホームページをのぞいてみる</a></p>",1,0,外国人 医療,
199,4,低額所得者・被災者・高齢者・障碍者・子育て世代が住まいを確保するのを支援<br> 子ども食堂を開催,NPO法人いなほ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href="""">公式ホームページをのぞいてみる</a></p>",1,0,住居 食料,
200,6,緊急の住まいを提供<br> 住まい探しを支援,NPO法人むさし,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://smile-musashi.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,宮城県から居住支援法人に指定されています
201,15,住まい探しを支援<br> 交流事業を開催,認定NPO法人じゃんけんぽん,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.jankenpon.jp/action/"">公式ホームページをのぞいてみる</a></p>",1,0,住居 孤立,群馬県から居住支援法人に指定されています
202,18,住まい探しを支援<br> 交流事業を開催<br> シングルマザー/ファザーを支援,NPO法人リトルワンズ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.npolittleones.com/about-us/"">公式ホームページをのぞいてみる</a></p>",1,0,住居 孤立 相談 シングル,東京都から居住支援法人に指定されています
203,18,住まい探し支援<br> 緊急の住まいを提供<br> シングルマザー/ファザーを支援,NPO法人コレクティブハウジング社,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://chc.or.jp/collaborations/resident-support.html"">公式ホームページをのぞいてみる</a></p>",1,0,住居 シングル,東京都から居住支援法人に指定されています
204,18,住まい探し支援<br> 交流事業を開催,NPO法人せたがや福祉サポートセンター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://setagaya-npolink.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,住居 孤立,東京都から居住支援法人に指定されています
205,18,住まい探し支援<br> 交流事業を開催<br> 緊急の住まいを提供,NPO法人東京ソテリア,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://soteria.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,住居 孤立,東京都から居住支援法人に指定されています
206,18,住まい探し支援,社会福祉法人悠悠会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.yuyuen.com/anshin/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,東京都から居住支援法人に指定されています
207,18,住まい探し支援,NPO法人こうでねいと,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://t-coudeneito.com/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,東京都から居住支援法人に指定されています
208,18,住まい探し支援<br> シングルマザー/ファザーを支援<br> 子ども食堂を開催,NPO法人豊島子どもWAUWAKUネットワーク,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://toshimawakuwaku.com/"">公式ホームページをのぞいてみる</a></p>",1,0,住居 シングル 食料,東京都から居住支援法人に指定されています
209,18,就職を支援,NPO法人エヌフィット,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://n-fit.org/"">公式ホームページをのぞいてみる</a></p>",1,0,仕事,東京都から居住支援法人に指定されています
210,19,住居,認定NPO法人ぐるーぷ藤,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://npo-fuji.com/kaigo-shogai-service/sumairu-fuji/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,神奈川県から居住支援法人に指定されています<br> 行政による審査を受けた「認定」NPOとなっています
211,19,食料の無料提供<br> 住まい探し支援,NPO法人ワンエイド,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://own-aid.com/"">公式ホームページをのぞいてみる</a></p>",1,0,住居 食料,神奈川県から居住支援法人に指定されています
212,9,住まい探し支援,一般社団法人にいがた入居支援センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://niigata-nss.jimdofree.com/"">公式ホームページをのぞいてみる</a></p>",1,0,住居,新潟県から居住支援法人に指定されています
